timestamp,transaction_id,user_id,amount,merchant_id,location,device_type,transaction_type,is_fraud,hour,day_of_week,is_weekend,user_txn_count,user_txn_sum,user_avg_amount,user_std_amount,amount_zscore_user,time_diff,txn_velocity,merchant_txn_count,merchant_unique_users,merchant_fraud_rate,device_risk_score,location_risk_score,location_device_interaction,txn_count_1h,txn_count_24h,is_high_amount,is_new_user,is_high_velocity,is_risky_device,is_risky_location,weighted_amount,user_risk_score
2025-05-05 01:02:00,TXN009738,1000,8.166057165026752,2027,Kolkata,iOS,top-up,0,1,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.44258540644132666,999999.0,1e-06,204,90,0.024509803921568627,0.02356801909307876,0.02128712871287129,0.0005016954559417756,0,0,0,0,0,0,0,1.0171076707034046,0.022427573902975024
2025-05-05 05:33:00,TXN003367,1000,8.945581542825694,2009,Kolkata,Android,transfer,0,5,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.8734954945330201,16260.0,6.149683291310498e-05,187,84,0.0481283422459893,0.015466983938132063,0.02128712871287129,0.0003292476778909301,0,1,0,0,0,0,0,1.2602457029266945,0.018377056325501677
2025-05-05 07:58:00,TXN008530,1000,8.26429894445012,2027,Bangalore,Android,top-up,0,7,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.32749362526755726,8700.0,0.00011492931846914148,204,90,0.024509803921568627,0.015466983938132063,0.019398642095053348,0.00030003848570576264,0,2,0,0,0,0,0,0.7722699537873641,0.017432813016592705
2025-05-05 10:04:00,TXN000201,1000,8.69922470615206,2013,Bangalore,Android,top-up,0,10,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.34267183670960005,7560.0,0.00013225763787858748,181,84,0.022099447513812154,0.015466983938132063,0.019398642095053348,0.00030003848570576264,0,3,0,0,0,0,0,1.0294082551679373,0.017432813016592705
2025-05-05 10:08:00,TXN002371,1000,8.23787074637558,2018,Kolkata,Web,purchase,0,10,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.3595746158251186,240.0,0.004149377593360996,212,89,0.009433962264150943,0.02525867315885575,0.02128712871287129,0.0005376846266489096,1,4,0,0,1,0,0,1.1094552828117177,0.023272900935863518
2025-05-05 11:31:00,TXN006455,1000,8.810678890201682,2045,Kolkata,iOS,transfer,0,11,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.5667065689324993,4980.0,0.0002007628990162618,194,89,0.02577319587628866,0.02356801909307876,0.02128712871287129,0.0005016954559417756,0,5,0,0,0,0,0,1.4732978936720345,0.022427573902975024
2025-05-05 15:16:00,TXN005334,1000,9.128657319672714,2001,Bangalore,Android,top-up,0,15,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,1.3618950755768546,13500.0,7.406858751203614e-05,213,82,0.023474178403755867,0.015466983938132063,0.019398642095053348,0.00030003848570576264,0,6,0,0,0,0,0,1.3256805633496214,0.017432813016592705
2025-05-06 02:27:00,TXN007160,1000,8.65307282476412,2049,Delhi,Web,purchase,0,2,Tuesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.2569683590218084,40260.0,2.4837932490499493e-05,212,85,0.009433962264150943,0.02525867315885575,0.026947574718275354,0.0006806599822327615,0,6,0,0,0,0,0,1.588816573309043,0.02610312393856555
2025-05-07 12:10:00,TXN003381,1000,8.112716594569788,2023,Kolkata,Web,top-up,0,12,Wednesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.5004971856832324,121380.0,8.2385216796698e-06,175,83,0.017142857142857144,0.02525867315885575,0.02128712871287129,0.0005376846266489096,0,0,0,0,0,0,0,1.0273013651407465,0.023272900935863518
2025-05-07 12:18:00,TXN007610,1000,8.09942065668602,2008,Mumbai,iOS,purchase,0,12,Wednesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.5144579761826077,480.0,0.002079002079002079,194,90,0.015463917525773196,0.02356801909307876,0.018219677251431546,0.0004294017013314714,1,1,0,0,1,0,0,0.8810371482846004,0.020893848172255154
2025-05-07 18:10:00,TXN002567,1000,9.113971531988865,2039,Mumbai,iOS,bill,0,18,Wednesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,1.319334780510119,21120.0,4.734624307561195e-05,197,88,0.01015228426395939,0.02356801909307876,0.018219677251431546,0.0004294017013314714,0,2,0,0,0,0,0,1.589049876634757,0.020893848172255154
2025-05-08 01:59:00,TXN009662,1000,7.238496840894365,2025,Delhi,Web,purchase,0,1,Thursday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-1.1165301339201301,28140.0,3.5535339895526104e-05,192,83,0.005208333333333333,0.02525867315885575,0.026947574718275354,0.0006806599822327615,0,3,0,0,0,0,0,0.6661859897747684,0.02610312393856555
2025-05-08 04:02:00,TXN003280,1000,6.419880915133247,2040,Bangalore,Web,bill,0,4,Thursday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-1.3630123727186072,7380.0,0.00013548299688389108,219,91,0.0182648401826484,0.02525867315885575,0.019398642095053348,0.0004899839604045733,0,4,0,0,0,0,0,0.2626149014021803,0.02232865762695455
2025-05-08 09:51:00,TXN002725,1000,9.0161802146695,2036,Kolkata,iOS,transfer,0,9,Thursday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,1.0513237166075446,20940.0,4.7753211403466884e-05,204,92,0.0196078431372549,0.02356801909307876,0.02128712871287129,0.0005016954559417756,0,5,0,0,0,0,0,1.6353182730393983,0.022427573902975024
2025-05-08 20:11:00,TXN001391,1000,8.795836537377305,2040,Bangalore,Android,bill,0,20,Thursday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.5354112094264116,37200.0,2.6880997822639175e-05,219,91,0.0182648401826484,0.015466983938132063,0.019398642095053348,0.00030003848570576264,0,3,0,0,0,0,0,1.092580206940875,0.017432813016592705
2025-05-08 20:47:00,TXN009260,1000,6.910990041492067,2002,Bangalore,iOS,purchase,0,20,Thursday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-1.2396841369729352,2160.0,0.00046274872744099955,223,91,0.02242152466367713,0.02356801909307876,0.019398642095053348,0.00045718756727601865,1,4,0,0,0,0,0,0.3772107996109035,0.021483330594066055
2025-05-09 02:33:00,TXN000690,1000,8.59387085907256,2049,Kolkata,Web,purchase,0,2,Friday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.15266633333723165,20760.0,4.816723664563364e-05,212,85,0.009433962264150943,0.02525867315885575,0.02128712871287129,0.0005376846266489096,0,4,0,0,0,0,0,1.361524259988274,0.023272900935863518
2025-05-09 22:05:00,TXN001432,1000,9.154175229384863,2015,Bangalore,Android,bill,0,22,Friday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,1.4373505030569136,70320.0,1.4220503121400435e-05,187,80,0.016042780748663103,0.015466983938132063,0.019398642095053348,0.00030003848570576264,0,1,0,0,0,0,0,1.3444856296311516,0.017432813016592705
2025-05-09 22:31:00,TXN006958,1000,7.934255550969427,2026,Kolkata,Android,transfer,0,22,Friday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.6732568203288936,1560.0,0.0006406149903907751,191,90,0.03664921465968586,0.015466983938132063,0.02128712871287129,0.0003292476778909301,1,2,0,0,0,0,0,0.6516443348680749,0.018377056325501677
2025-05-10 22:55:00,TXN006017,1000,9.285846651756245,2043,Kolkata,Web,bill,1,22,Saturday,1,99,13.095280525466533,4915.548484848485,3156.6980395538612,1.8588257228368947,87840.0,1.1384205553215469e-05,207,88,0.01932367149758454,0.02525867315885575,0.02128712871287129,0.0005376846266489096,0,0,0,0,0,0,0,1.916630604043479,0.023272900935863518
2025-05-11 00:49:00,TXN002685,1000,5.578597109233056,2002,Delhi,Android,bill,0,0,Sunday,1,99,13.095280525466533,4915.548484848485,3156.6980395538612,-1.4736437969549772,6840.0,0.000146177459435755,223,91,0.02242152466367713,0.015466983938132063,0.026947574718275354,0.00041679770533917856,0,1,0,0,0,0,0,0.10427852993047157,0.02120727932820371
2025-05-12 01:26:00,TXN007667,1000,9.053886541933473,2020,Bangalore,iOS,transfer,0,1,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,1.1515708723490305,88620.0,1.1284007176628565e-05,210,93,0.01904761904761905,0.02356801909307876,0.019398642095053348,0.00045718756727601865,0,0,0,0,0,0,0,1.5911269459486328,0.021483330594066055
2025-05-12 14:49:00,TXN004046,1000,9.01814422146093,2004,Delhi,iOS,bill,0,14,Monday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,1.0564524935121258,48180.0,2.075506942570723e-05,180,88,0.03333333333333333,0.02356801909307876,0.026947574718275354,0.00063510095547248,0,1,0,0,0,0,0,1.8309591369800633,0.025257796905677057
2025-05-13 04:23:00,TXN005157,1000,8.79776907460698,2006,Mumbai,Web,bill,0,4,Tuesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.5394597436352161,48840.0,2.047460125714052e-05,222,87,0.02252252252252252,0.02525867315885575,0.018219677251431546,0.0004602048727537487,0,1,0,0,0,0,0,1.397691056900104,0.021739175205143648
2025-05-13 05:47:00,TXN000914,1000,8.355725473907365,2036,Kolkata,Web,top-up,0,5,Tuesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.20973766782649145,5040.0,0.00019837333862328903,204,92,0.0196078431372549,0.02525867315885575,0.02128712871287129,0.0005376846266489096,0,2,0,0,0,0,0,1.1899830308591364,0.023272900935863518
2025-05-13 10:53:00,TXN005089,1000,8.662015352739237,2002,Mumbai,iOS,bill,0,10,Tuesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.2732670354727468,18360.0,5.446326452807581e-05,223,91,0.02242152466367713,0.02356801909307876,0.018219677251431546,0.0004294017013314714,0,3,0,0,0,0,0,1.2473644307441953,0.020893848172255154
2025-05-13 19:25:00,TXN005705,1000,8.246373480199365,2037,Chennai,Web,transfer,0,19,Tuesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.349345572820244,30720.0,3.25510237296963e-05,218,91,0.013761467889908258,0.02525867315885575,0.020961145194274028,0.0005294507154974876,0,3,0,0,0,0,0,1.1048175973639134,0.02310990917656489
2025-05-13 19:41:00,TXN000072,1000,8.789510833190748,2048,Delhi,iOS,top-up,0,19,Tuesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,0.522213874908509,960.0,0.001040582726326743,200,89,0.025,0.02356801909307876,0.026947574718275354,0.00063510095547248,1,4,0,0,1,0,0,1.6426435275919544,0.025257796905677057
2025-05-13 20:00:00,TXN002806,1000,8.314648518933248,2021,Mumbai,Android,transfer,0,20,Tuesday,0,99,13.095280525466533,4915.548484848485,3156.6980395538612,-0.2639778890496145,1140.0,0.0008764241893076249,210,89,0.01904761904761905,0.015466983938132063,0.018219677251431546,0.00028180345540584185,2,5,0,0,1,0,0,0.7656502235677644,0.016843330594781804
